Party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Greece,101201,101058.7,102220.27,101361.75,104409.65,106460.57,110183.77,115432.78,121218.27,120594.96,124551.58,125134.61,124790.1,128796.43,129521.78,133163.59,129239.12,133707.34,128890.71,121603.3,115479.17,112462.11,109240.72,101122.94,99151.11,91762.95,88366.33,92376.88,89243.77
Hungary,91333.81,85231.96,74508.87,72931.87,70969.09,69559.53,75491.82,73594.14,71898.81,74621.33,72560.08,72902.16,71809.41,72287.89,72368.91,69719.13,70696.5,68689.53,65021.21,60510.93,60534.82,59324.07,54918.4,53071.18,52243.5,55074.47,56729.19,58607.31,58559.63
Iceland,13076.41,12849.7,12743.23,12823.86,12709.22,12810.9,12858.57,13015.4,13153.69,13380.61,13409.18,13302.05,13408.98,13355.95,13452.41,13301.88,13951.33,14257.28,14664.15,14295.28,14190.67,13911.48,13902.81,13888.21,13892.62,13940.8,13865.02,13888.66,13866.71
Ireland,60388.94,60849.51,60420.62,60728.08,62143.01,64410.8,66065.58,66731.11,69017.51,70232.51,73778.95,76179.52,74419.39,74997.08,73265.78,75489.85,74657.48,73118.61,72075.95,65841.77,66810.06,61812.85,61807.76,62060.97,61272.03,63936.55,64874.36,66343.05,65232.23
Italy,512495.82,498301.58,499307.74,505096.59,486429.15,505788.23,498350.36,514373.25,529035.16,525088.08,531570.48,522730.73,524540.23,551697.21,551325.69,551425.71,540569.87,556370.28,525694.2,467022.61,471781.75,467342.14,457343.52,407098.03,385404.56,395821.99,395857.23,409964.22,391263.13
Japan,1207821.34,1213745.94,1223353.13,1212727.53,1277314.12,1297427.4,1305264.63,1295202,1245244.76,1268630.23,1287016.25,1261070.26,1283454.36,1279130.01,1275280.51,1287579.62,1271376.13,1312004.72,1250287.39,1181535.18,1232102.37,1283944.63,1323599.2,1341785.87,1294005.77,1260428.71,1248565.94,1230699.6,1180952.64
Latvia,16079.86,13757.75,8614.73,5273.56,419.06,174.9,55.64,1242.91,1666.88,4542.94,657.99,772.84,2455.22,3018.97,6672.9,7372.21,7071.39,7893.2,7009.41,9233.38,12068.1,10869.09,9329.11,10515.46,14160.22,12928.05,11065.84,9927.1,13162.8
Liechtenstein,235.34,226.78,238.09,241.89,247.99,238.14,232.04,256.23,259.34,255.19,271.94,247.96,255.18,269.53,272.41,272.99,281.21,261.2,283.35,265.66,249.27,240.02,249.5,248.38,216.24,208.85,197.2,204.54,203
Lithuania,42438.19,44376.84,25558.34,18525.32,17589.13,17881.04,24380.48,22677.95,16061.46,13873.7,10056.41,13060.6,14438.14,15229.41,16601.73,18304.55,19183.43,19475.43,17899.15,12782.38,10602.75,10909.8,10695.15,10801.81,11511.51,14870.68,16163.52,16883.2,16400.11
Luxembourg,12842.31,13188.57,12602.2,12644.9,12019.64,9522.87,9540.21,8796.1,8032.21,8404.01,8951.57,9457.1,10235.63,10720.7,12090.03,12385.4,12308.96,11815.43,11684.88,11155.83,12049.58,11755.3,11391.5,10675.2,10304.55,9868.52,9541.33,9833.28,10333.88
Monaco,102.74,103.56,109.17,108.12,108.85,105.56,109.89,108,107.21,108.17,109.04,106.9,107.21,104.5,100.08,98.64,92.67,92.57,93.3,90.99,87.84,85.53,87.52,90.26,84.79,85.83,86.53,85.52,86.91
Netherlands,227232.61,234960.04,235665.21,236491.06,237387.18,237368.8,248131.1,239877.41,240432.44,227021.29,225298.75,225788.92,223633.2,224357.93,225700.32,219844.51,214689.83,213121.99,212280.36,206751.94,218556.13,204428.84,200436.11,200184.04,192344.94,200523.04,199934.92,197924.39,192671.29
New Zealand,35293.89,34164.32,35256.88,34729.26,36342.14,39113.08,42082.59,44584.4,42422.77,42748.62,45989.57,49160.51,52158.79,53262.12,53068.81,55945.74,58151.5,57523.65,50469.79,49274.98,49360.38,53629.59,57018.05,58688.94,57122.65,56306.43,55089.01,56930.75,55468.22
Norway,41367.37,36272.73,33650.23,36648.88,36394.37,37668.07,37822.94,37965.27,34987.69,33486.71,30573.27,29937.11,28165.75,27224.5,28234.83,30140.49,28094.59,29988.38,27812.34,22788.72,29009.22,26668.12,29584.55,28690.37,31809.54,33123.29,31658.43,29365.45,28354.94
Poland,442646.59,437884.02,447435.67,441914.21,435200.11,426837.39,422764.26,412848.08,376461.85,368576.21,358883.51,366097.45,346735.17,357591.47,351908.11,353413.21,375354.98,381407.22,375604.89,357002.32,378411.95,370677.19,363506.76,357969.88,353915.03,359690.4,369425.88,377808.91,376405.33
Portugal,59707.07,61574.1,61192.71,58605.12,58748.35,63870.38,58114.47,60417.38,67038.31,73833.27,75845.95,72499.25,77435.34,82714.39,76131.16,86990.17,72330.9,66245.65,62415.94,59500.28,57547.93,56291.24,56633.11,55596.92,53910.27,59045.97,61092.63,80280.33,60992.88
Romania,229076.81,185607.79,171426.08,160956.83,159816.02,167396.23,170761.95,164919.73,145489.6,127054.44,122242.45,124377.23,129146.75,133657.97,132706.15,130480.85,131661.66,134993.24,129828.91,107968.87,103455.22,109533.32,104815.28,94683.2,93878.21,94488.55,91182.74,95195.44,91656.49
Russian Federation,3109544.28,2983732.2,2490316.79,2357273.57,2005480.94,1879003.23,1761830.12,1563674.25,1439618.15,1446722.4,1420148.64,1405869.31,1359445.87,1375791.74,1431488.47,1455571.18,1516213.63,1507385.92,1516169.97,1324058.12,1334729.12,1431583.93,1467528.82,1478724.36,1424882.68,1511857.37,1496958.01,1564095.33,1629549.85
Slovakia,63841.08,53699.47,47461.7,44280.15,42421.71,43514,43459.78,43548.97,41924.88,41334.49,39431.01,42394.75,40527.27,41229.22,42035.83,45555.73,42594.43,41261.91,42787.94,38736.65,40257.64,39243.34,35761.97,34759.29,34672.54,35214.02,35625.68,36890.91,37677.97
Slovenia,14249.31,14360.83,14478.93,14705.28,14932.88,15553.15,15418.79,15809.61,15458.29,14810.63,14976.57,14854.12,14914.23,12936.91,13074.41,13335.85,13516.88,13383.96,15267.29,13343.28,13429.75,13523.84,13028.71,10980.73,16611.92,16741.62,17750.33,17191.66,17745.28
Spain,253435.42,261835.24,272291.85,261528.66,280189.75,294297.71,286028.3,300976.04,310470.34,334849.09,349186.49,345926.95,365756.62,374278.06,390135.96,405333.22,396217.32,407848.63,375481.88,338399.71,321583.33,320958.42,315632.22,290421.02,290516.93,299712.24,288984.21,301362.04,296158.86
Sweden,36697.11,37829.5,37527.35,41916.22,42132.3,38593.83,40156.24,34462.33,34318.29,31895.44,28382.47,28003.66,29122.89,31954.38,37584.22,34495.1,23959.01,24661.75,21350.85,16686.56,19359.65,16293.57,12845.03,13100.37,12827.01,11746.49,8497.46,9647.15,9785.28
Switzerland,51844.22,49778.4,50777.41,48960.18,49071.29,49330.59,47244.95,48377.63,51031.76,50525.5,58938.92,54055.4,50596.59,50754.34,51674.83,53269.63,53688.69,53153.59,52459.98,50188.84,52296.52,49570.96,50464.12,51071.25,48601.89,46340.84,46646.31,46550.65,45041.48
Ukraine,882880.8,792241.55,740211.73,657076.05,545711.23,507854.14,465822.64,453665.65,429980.22,396450.6,381714.64,404681.89,391589.03,394606.73,409605.22,411779.35,425505.38,425290.96,429598.57,365712.75,375572.87,412784.42,397959.23,402599.65,358704.3,312763.64,335671.78,312529.84,341888.57
United Kingdom of Great Britain and Northern Ireland,797944.51,806803.46,785222.44,765309.34,756172.76,749628.97,770782.35,745039.3,743104.34,713145.75,712394.25,714521.28,694099.93,700908.93,696693.03,688454.88,680698.1,668754.67,647627.04,591506.25,605642.28,557884.4,574710.9,560867.97,520618.27,502473.27,476819.39,465471.9,455963.87
United States of America,5583629.72,5515006.29,5637586.55,5768227.16,5841283.84,5957608.57,6135196.24,6213486.75,6260037.62,6314506.29,6463810.39,6389704.07,6425179.21,6552885.21,6632491.61,6577089.62,6498188.48,6638989.88,6472610.34,5992914.6,6241086.07,6027571.69,5799209.48,5992026.49,6106006.37,5900827.78,5735133.84,5724290.81,5903153.26
