Party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Estonia,34962.11,32080.92,23052.87,16586.13,17918.48,15913.68,16550.46,15845.2,13630.42,13051.43,11715.19,11783.61,11761.82,11698.58,13284.38,16036.1,14237.48,17836.42,15301.94,11201.43,14704.8,14422,13705.12,15999.58,16851.75,13249.59,14589.4,16452.35,15368.83
European Union,4188935.96,4110198.04,4000013.22,3914670.43,3884950.55,3906065.63,3983477.33,3896187.61,3877291.5,3804167.79,3840587.72,3890072.22,3892595.12,4007434.93,3990876.85,3971689.79,3955496.21,3942328.32,3813611.82,3473203.34,3595782.3,3453014.53,3392053.76,3301182.71,3148324.22,3194928.49,3181818.15,3227621.26,3138042.65
Finland,38541.31,24404.86,29580.01,31515.01,43550.65,40497.16,39110.86,41847.78,40272.34,37532.55,34643.53,38289.06,39776.4,46916.73,42087.44,29273.99,34534.34,40926.62,34101.02,18918.73,38552.46,30913.48,22807.21,29789.61,23429.5,22424.03,27697.98,24704.25,32791.99
France,377396.41,402492.13,393992.46,370592.81,366387.62,370760.88,380965.93,374289.97,392065.59,385501.86,397351.97,390437.38,377550.27,381328.24,379315.66,381765.67,369100.23,358015.57,350177.82,343983.58,352447.88,327590.65,328009.76,328139.9,303657.52,313497.23,313944.11,321444.49,308577.42
Germany,1021884.33,986356.17,937317.05,927774.14,908027.73,907026.33,926937.48,897987.12,889756.61,860976.44,862863.27,881094.4,891957.83,891107.02,874343.24,851168.95,859290.01,833025.08,831891.6,766911.03,810983.01,788491,782968.87,801767.33,762463.45,766046.44,770730.87,757785.69,726047.56
Greece,81248.51,81060.01,82491.46,81354.92,83768.4,84054.65,86802.66,91805.35,96705.18,95398.27,100823.11,102932.49,102233.31,106567.14,107057.63,110622.76,109134.06,112765.56,108106.2,101250.95,94284.51,91383.58,88280.91,80120.34,78508.99,71212.38,67846.47,71609.47,68784.87
Hungary,70785.37,67673.2,59627.34,58374.77,55891.67,55826.85,61109.01,59303.09,57673.49,60357.31,57844.13,57842.91,57388.99,57700.33,57155.56,54848.2,56411.36,54838.55,51966.33,47724.11,47743.89,46323.97,42014.7,39949.91,38641.49,40829.45,42813.74,44441.8,44917.19
Iceland,7871.41,7738.61,7867.07,8018.27,7927.42,8017.5,8061.52,8149.04,8166.13,8377.51,8481.24,8416.08,8561.77,8546.31,8669.92,8545.23,8781.65,9156.43,9488.35,9373.54,9267.23,9088.15,9070.99,9042.99,8992.62,9040.16,8963.99,9025.17,9086.08
Ireland,37271.18,37784.56,37373.07,37426.75,38633.05,40464.46,41644.5,42364.23,44118.12,45950.41,50084.86,52818.93,51617.84,51254.71,50643.41,53154.87,52715.28,52034.37,51241.96,45541.51,46176.3,41842.93,41498.09,40838.11,39854.26,42200.49,42606.75,43116.63,42236.66
Italy,432346.81,417188.04,419413.06,423807.97,405830.52,423476.3,416019.52,429673.28,443852.99,439768.32,446119.84,436203.29,439697.15,465209.07,464570.42,463962.94,458219.9,472141.3,443694.06,385885.06,390974.94,387138.41,374983.2,327117.71,306151.01,315883.95,315596.38,328244.59,311175.62
Japan,1095854.67,1099497.95,1106121.04,1095939.3,1151120.43,1162545.93,1169836.82,1160682.36,1119583.38,1155986.14,1176795.75,1161653.41,1189436.91,1187376.26,1186177.26,1198585.08,1180773.97,1221071.96,1160702.96,1095489.43,1143358.08,1194231.99,1232448.25,1248418.16,1198428.51,1163144.88,1148631.5,1128836.93,1078033.39
Kazakhstan,265583.17,256677.24,232250.34,205433.94,174006.66,168468.06,162568.07,163336.01,167049.2,153528.62,189410.32,180636.3,195568.58,210597.23,211391.47,216552.87,227069.75,224596.18,216925.17,205961.16,233132.65,224297.2,233437,242076.01,270411.92,283250.49,285983.59,308473.82,324777.89
Latvia,8289.97,6108.54,1931.05,-175.31,-4621.95,-4724.91,-4817,-3605.52,-3050.99,-11.77,-3893.1,-3911.53,-2207.19,-1589.81,2106.71,2737.54,2406.2,3155.23,2307.68,4458.4,7291.31,6130.5,4466.15,5571.89,9082.82,7849.57,5899.75,4670.8,7956.06
Liechtenstein,205.61,196.9,208.65,213.39,219.11,208.51,201.79,225.81,228.76,224.91,241.33,215.56,221.81,235.22,237.45,237.06,244.07,223.02,243.9,226.69,210.65,200.41,209.2,208.73,177.32,170.35,158.66,166.41,165.27
Lithuania,30061.99,32082.21,15814.75,10005.51,9915.75,10493.74,16616.21,14788.74,8050.85,6150.65,2274.03,5235.77,6319.5,6931.86,8031.08,9465.34,10337.85,9855.81,8557.48,5571.04,3482.87,3559.98,3477.91,3816.57,4326.86,7607.09,8900.81,9634.32,9630.96
Luxembourg,11927.56,12250.26,11666.24,11702.93,11093.71,8580.04,8583.54,7844.74,7083.78,7442.69,7993.03,8504.6,9283.43,9800.36,11147.62,11462.3,11388.07,10876.29,10726.95,10198.7,11083.11,10807.59,10454.33,9730.01,9339.1,8898.56,8558.65,8836.47,9344.44
Malta,2411.43,2260.14,2319.26,2894.4,2673.4,2463.34,2581.45,2589.12,2547.68,2629.51,2548.67,2667.28,2708.75,2980.67,2847.95,2655.96,2667.82,2737.74,2749.24,2534.81,2583.76,2580.31,2764.54,2440.55,2445.34,1738.47,1402.9,1556.64,1535.46
Monaco,98.22,98.89,104.49,103.57,104.38,101.16,104.67,103.15,102.03,102.73,100.26,99.96,99.69,97,91.84,90.25,83.95,82.7,82.29,79.09,77.63,74.96,78,78.76,73.85,74.42,74.64,73.04,74.73
Netherlands,168869.77,177358.23,177166.64,177417.28,178008.73,179362.33,188475.45,181248.01,182356.66,176863.17,177884.53,182805.25,182064,185552.41,187105.44,182990.43,178109.5,177938.15,180623.3,175433.79,187287.22,174211.29,170880.35,170917.41,163825.93,171368.41,171129.57,169394.94,164985.06
New Zealand,-3160.54,-4466.64,-2597.31,-3324.35,-2794.22,-644.27,1474.2,3252.85,1700.42,1835.87,3845.65,6194.61,9007.58,9655.6,9411.65,11901.02,13817.99,14262.39,8245.67,6966.32,6756.9,10643.07,13351.95,14871.3,12907.62,12428.85,11498.69,13240.6,11511.73
Norway,24832.49,20484.01,20437.6,23054.23,22798.76,24335.43,24624.69,24908.51,22016.4,20305.94,17535.99,17010.41,15412.24,15281.94,16214.19,18204.06,16761.36,18750.81,17131.79,13028.83,19296.42,17063.58,20026.21,19228.22,22321.77,23645.66,22177.39,20059.13,19667.57
Poland,343554.03,348026.36,360851.87,356397.71,350401.64,342327.31,339060.93,329290.05,295071.57,288756.35,279833.55,284430.57,267562.02,277972.97,271583.6,271748.44,292284.34,297926.51,292273.88,279166.75,299734.02,292265.11,284913.03,278663.25,274798.89,280519.68,291744.47,299850.66,300549.28
Portugal,45354.82,47037.71,46989.76,44466.94,44438.14,48884.73,42941.57,45086.89,50969.31,57681.78,59017.8,55789.61,60652.21,65373.87,59305.66,69568.84,55769.43,49632.46,45935.93,43165.56,41123.45,40200.83,40457.71,39397.87,37935.68,43135.22,44959.16,62726.41,44768.56
Romania,149036.2,119121.51,109792.18,100221.6,100124.02,105640.79,109667.3,100221.52,84533,68237.42,72817.54,76800.01,80212.27,83386.2,82621.47,79972.2,82805.98,86925.36,83604.78,64117.81,61728.67,68196.09,63582.98,53714.57,53252.51,53950.9,50864,54552.15,50658.32
Russian Federation,2415525.99,2319092.35,1874602.65,1781132.4,1475150.15,1373414.06,1274019.98,1092544.89,974816.25,993431.52,953758.77,935572.14,892827.89,900951.92,953660.22,968136.99,1019659.82,1008605.45,1009359.73,842881.08,854983.91,941802.86,964213.09,972498.49,916187.16,1001301.57,979596.49,1015646.34,1050660.69
Slovakia,51850.79,42948.26,37978.83,35602.04,33517.69,34460.65,34382.33,34666.98,33411.7,33210.56,31349.29,34155.24,32380.88,33165.21,33640.41,37129.79,34064.17,32876.31,34309.66,30780.68,32327.34,31597.33,28509.64,27439.38,27481.21,27806.81,28176.24,29445.02,30359.36
Slovenia,10674.59,11013.63,11056.4,11391.51,11570.66,12116.32,11996.88,12349.65,11949.54,11303.38,11329.68,11225.39,11265.21,9319.33,9517.67,9775.56,9976.59,9826.21,11925.21,10096.18,10206.11,10274.14,9799.05,7822.07,13531.43,13572.81,14524.04,14056.62,14701.12
Spain,194580.7,204905.09,214898.73,206097.99,219554.2,232183.73,219224.11,232087.73,240155.51,260678.49,270846.78,271930.7,293639.16,298282.4,315059.16,330536.34,319611.58,328534.58,298660.59,261599.25,246033.58,246725.72,242651.27,218097.98,218457.74,232622.75,222117.82,235266.07,231104.7
Sweden,21112.93,22375.13,22279.38,26398.88,26560.51,23092.71,24626.12,18834.25,18717.03,16496.09,13177.79,12909.4,14276.46,17317.2,22833.82,19936.93,9603.54,10709.12,7706.64,3724.82,6225.53,3680.43,652.48,980.24,670.3,-308.47,-3499.9,-2441.82,-1974.29
Switzerland,42135.82,40191.77,41330.11,39579.45,39767.73,39845.73,37846.48,39022.39,41713.83,41253.35,49415.71,44477.72,40928.15,41241.01,42154.65,43584.59,43979.59,43299.54,42590.45,40582.32,42560.96,39879.1,40622.95,41379.85,38897.82,36600.89,37048.7,36799.45,35520.9
Turkey,95605.1,101189.36,106982.1,114815.76,109638.94,123440.83,141668.73,150243.66,149353.19,143705.56,167962.01,148695.97,148411.9,161859.81,170748.9,189496.56,206883.6,238227.57,239803.54,242508.22,240895.13,262329.54,279044.88,268567.01,284100.48,283995.97,305166.17,325315.44,324490.96
Ukraine,646407.53,568863.15,528346.88,456425.93,360354.32,335908.71,302211.28,294628.9,277929.67,245313.2,239554.58,262625.65,256512.32,261590.14,277165.08,282947.09,298582,298577.02,304378.22,252676.5,262618.28,292418.24,284516.52,290949.7,253563.45,217528.08,232335.68,212816.14,234151.59
United Kingdom of Great Britain and Northern Ireland,598851.12,606381.75,590109.14,575383.3,571381.56,563037.78,583903.87,557478.41,562116,555713.38,562015.97,570096.63,553354.62,564561.87,565317.84,561698.78,558838.31,550452.08,535307.86,484746.21,502196.07,459438.77,477524.85,467525.88,428657.34,411876.8,388590.99,377368.25,369249.13
United States of America,4267553.83,4212939.43,4333275.17,4447965.56,4524417.74,4618198.52,4778971.48,4881425.88,4925752.84,5009764.03,5175791.48,5108714.08,5131661.61,5272383.29,5338927.71,5300941.13,5222704.87,5328428.23,5181397.97,4714907.57,4946085.19,4760061.73,4564356.12,4725320.86,4822154.27,4609503.34,4490533.16,4463587.55,4625259.98
