Party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Norway,-10488.84,-13332.45,-14297.15,-13169.97,-15290.23,-14372.07,-17205.62,-17061.46,-20203.83,-22668.08,-24982.56,-26856.01,-27573.43,-29023.74,-28408.39,-25719.1,-27723.42,-27480.47,-28245.91,-30861.2,-26935.23,-28449.78,-25012.1,-25754.18,-22594.84,-21704.84,-22295.34,-23503.41,-24150.09
Poland,-32992.49,-25766.96,-3826,-8972.99,-10015.17,-20433.96,-38346.9,-38095.27,-44061.32,-40410.98,-37504.48,-29217.09,-38841.31,-41433.09,-52562.61,-51412.83,-44753.17,-38441.99,-37871.12,-37440.96,-34872.77,-41686.92,-41435.18,-43562.19,-35122.03,-32579.46,-32266.86,-37489.76,-37156.46
Portugal,271.85,77.46,-3899.41,-4924.95,-5808.31,-5566.04,-8761.65,-9510.7,-8169.12,-9081.42,-6508.79,-9359.7,-8903.87,954.56,-7949.66,84.86,-8998.22,-12647.97,-14037.13,-14034.7,-11865.93,-11591.82,-9504.91,-8764.01,-10012.75,-9158.84,-5496.41,8006.44,-6713.92
Romania,-20249.67,-20248.75,-21280.09,-22610.71,-21837.44,-21392.06,-20428.62,-20853.15,-23028.55,-22540.76,-22638.22,-23557.06,-21523.06,-21908.97,-21648.29,-22722.28,-22276.81,-21515.13,-21929.8,-21906.33,-22561.05,-21322.15,-22672.71,-23161.32,-24179.9,-23774.73,-24948.8,-23525.34,-26292.9
Russian Federation,-109767.79,-76885.61,-83056.24,-78327.23,-166249.01,-239514.26,-306140.87,-382612.28,-483340.89,-492658.51,-517293.46,-571928.74,-602655.69,-624438.03,-576813.41,-579238.79,-586653.53,-595718.36,-627334.65,-685883.84,-757900.91,-723150.29,-715653.1,-646674.4,-706161.75,-621559.44,-638707.77,-630533.47,-640699.73
Slovakia,-9782.67,-10489.65,-11050.3,-10882.18,-10361.03,-9861.76,-9803.79,-9646.7,-10661.45,-9990.04,-9939.84,-9223.06,-9731.52,-9272.88,-9284.34,-5781.06,-8623.12,-8218.8,-7193.52,-6974.38,-6195.88,-6514.62,-7511.54,-8138.46,-6173.29,-6677.42,-6745.55,-6642.32,-5728.48
Slovenia,-4419.25,-2987.61,-2950.35,-2911.96,-3072.02,-3137.93,-3919.73,-3895.28,-4011.58,-4033.86,-4115.22,-5152.95,-5260.06,-6969.7,-7133.36,-7172.56,-7165.93,-7454.79,-6294.81,-6233.6,-6170.33,-6086.16,-6022.7,-7366.85,-0.51,-44.73,107.39,-208.13,213.28
Spain,-36632.86,-36047.94,-34914.46,-35097.2,-34107.19,-35232.99,-35571.22,-35218.71,-35866.07,-38820.18,-40420.27,-41189.14,-39740.35,-39306.53,-39426.42,-38955.78,-40967.02,-39898.12,-37963.62,-35641.92,-37691.41,-37818.13,-36199.42,-34665.84,-36642.47,-39064.6,-38641.74,-39405.19,-38549.56
Sweden,-36235.89,-35332.09,-35172.11,-31094.57,-33393.3,-36273.49,-38676.66,-39378.31,-39979.64,-39324.06,-41506.64,-42707.66,-42296.06,-39843.37,-33642.1,-33915.92,-44070.73,-42231.79,-43149.36,-43506.3,-46816.69,-45486.47,-46039.53,-44106.1,-42667.25,-43645.23,-46472.47,-44748.63,-43740.48
Switzerland,-2018.6,-5942.05,-4679.59,-4021.57,-2908.17,-3567.1,-6252.34,-4014.88,-2900.99,-3192.49,5798.12,-604.73,-2539.45,-3410.9,-3081.75,-2203.64,-1394.09,-68.82,-2123.86,-2952.4,-2488.59,-1106.42,-1631.77,-1805.99,-336.61,-2132.31,-2143.91,-1382.81,-1374.59
Turkey,-55903.37,-56792.64,-56940.15,-56195.41,-57794.17,-57462.22,-57853.21,-61761.9,-62687.09,-64098.61,-61828.59,-64790.12,-72565.8,-74624.09,-73715.22,-74704.23,-74765.59,-74509.14,-69517.66,-72851.42,-73484.9,-77152.71,-74621.33,-76653.57,-77574.98,-97335.97,-96073.57,-100013.79,-94703.79
Ukraine,-59422.46,-63673.48,-60713.38,-53773.6,-58911.98,-53955.9,-49197.47,-45613.78,-50649.27,-52890.76,-45782.62,-40933.58,-39161.17,-45427.33,-33197.67,-30171,-34088.34,-37786.99,-21154.49,-24617,-31460.05,-15534.6,-19436.08,-6344.56,-4021.24,-6383.79,-1864.63,-10416.01,2457.43
United Kingdom of Great Britain and Northern Ireland,-2336.07,-2884.25,-3636.83,-4123.38,-4393.04,-4469.86,-5233.95,-5763.42,-6396.2,-5937.71,-6204.09,-6830.37,-7693.22,-7970.38,-8676.66,-9025.48,-9551.74,-9753.52,-10374.61,-10373.27,-10668.72,-11169.36,-10978.69,-11083.06,-11105.94,-11322.82,-11233.31,-11435.16,-11600.75
United States of America,-860746.79,-865950.15,-849431.55,-835472.03,-852614.97,-820707.18,-847940.42,-822281.09,-825299.14,-820533.61,-822278.95,-791722.52,-810990.72,-719576.34,-768690.54,-830951.85,-828346.15,-800001.41,-749141.68,-776128.16,-751970.59,-805232.68,-803212.43,-788708.44,-739564.95,-802928.85,-801734.41,-790018.58,-799621.52
