Party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Japan,37412.7,36658.89,37920.86,34691.35,38292.17,36978.94,36202.61,35886.59,34518.48,34726.38,35265.03,34802.95,35027.51,33960.21,35142.15,35223.73,34978.56,36112.83,35509.45,34797.85,35897.79,35336.57,34777.14,34756.14,34240.67,33625.43,33479.48,33381.37,33252.43
Kazakhstan,43869,42532.97,43199.99,41478.83,33645.29,29670.48,25614.77,23919.8,24574.45,27473.38,29522.9,29275.09,29545.02,30044.32,30326.79,30540.3,30870.52,31026.59,30606.91,30511.14,30821.55,30225.28,30179.14,30879.31,31963.7,32819.72,33636.15,34937.02,36223.39
Latvia,5593.02,5197.07,4127.94,3042.36,2745.23,2575.14,2526.78,2501.51,2389.59,2193.57,2211.51,2321.74,2293.19,2336.15,2261.41,2324.53,2324.15,2406.09,2369.02,2388.62,2406.35,2416.58,2498.11,2555.35,2628.86,2673.6,2678.94,2697.52,2609.4
Liechtenstein,24.91,24.92,24.24,23.15,23.26,23.1,23.27,22.93,22.46,21.52,20.92,21.95,22.33,22.48,22.47,23.08,24.1,24.46,24.67,24.55,23.74,24.51,24.78,23.65,24.03,23.87,23.88,23.29,23.68
Lithuania,8853.43,8741.26,6658.96,5372.64,4738.07,4391.47,4577.77,4613.29,4478.69,4169.96,4004.59,3844.95,3991.98,4080.07,4121.77,4144.39,4136.56,4284.33,4180.23,4265.53,4193.43,4223.33,4304.56,4286.45,4489.78,4559.55,4440.47,4386.98,4280.66
Luxembourg,695.57,709.26,698.39,694.27,684.74,702.11,709.78,699.76,694.48,702.12,694.56,678.47,661.5,624.67,644.51,628.9,620.26,634.52,648.34,650.46,659.9,647.8,634.42,644.89,659.58,672.75,688.16,697.69,690.44
Malta,76.45,77.51,78.86,78.76,76.78,77.16,76.28,77.49,76.17,75.26,77.67,75.78,74.83,71.96,73.83,75.89,75.59,76.58,72.39,69.42,68.04,64.77,66.35,65.86,65.54,67.58,66.34,64.8,65.46
Monaco,"NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA"
Netherlands,25071.03,25389.22,25422.87,25019.66,24092.47,24172.42,23825.39,23040.92,22299.69,21786.57,20692.48,20231.74,19081.12,18701.86,18549.58,18352.1,18375,18096.35,18118.56,17964.45,17967.32,17648.16,17416.72,17871.13,18034.76,18650.06,18877.84,18864.6,18234.55
New Zealand,32181.96,32418.96,31978.76,32377.07,33517.39,34128.93,34408.41,35237.58,34639.61,34863.05,36007.09,36811.61,37003.01,37515.2,37550.3,37894.44,37854.13,36894.93,35751.63,35873.89,36079.81,36754.3,37577.02,37666.51,38131.59,37777.73,37411.19,37418.76,37696.96
Norway,4764.43,4698.67,4665.57,4661.47,4665.31,4707.13,4740.04,4685.74,4677.33,4693.53,4548.76,4498.64,4479.73,4554.12,4520.66,4527.26,4440.08,4433.85,4419.11,4400.66,4321.25,4296.9,4314.18,4362.96,4423.94,4472.84,4517.77,4538.2,4480.33
Poland,48463.25,41558.07,37707.2,36363.64,35934.95,35868.1,34894.83,35576.87,35426.77,33773.75,32069.48,31814.74,30873.23,30317.93,30433,30699.39,31276,31922.99,32078.89,31369.84,30705.12,31081.04,30977.39,31594.82,31489.77,30741.63,31305.25,32734.84,33117.07
Portugal,7149.5,7169.18,7055.33,6998.69,7024.92,7065.4,7260.04,7284.47,7232.34,7361.25,7490.78,7244.79,7125.82,6652.22,6751.4,6691.21,6619.36,6735.24,6675.8,6580.71,6504.69,6460.38,6497.5,6481.5,6618.53,6612.27,6640.17,6756.27,6798.76
Romania,35652.98,28545.45,25389.01,25455.95,24198.37,24224.45,23396.7,21850.21,20991.07,19739,19028.96,19162.29,19468.31,20039.42,20896.22,21143.67,21157.13,21253.35,20894.21,20287.1,18087.27,18355.82,18179.69,18789.91,18866.23,19215.83,19178.86,19238.14,19854.03
Russian Federation,276422.57,262130.32,240926.22,223524.2,200528.66,180033.95,164154.74,152752.94,137204.55,126650.85,128196.11,129284.95,129380.23,125831.41,122491.43,117118.96,114488.27,117185.38,121178.34,119935.41,114980.16,117772.48,117669.21,119564.82,120061.94,121528.29,123453.35,126579.13,126659.42
Slovakia,6022.51,5168.9,4048.59,3581.58,3455.87,3541.81,3429.39,3443.86,3150.1,2871.52,2783.93,2895.32,2902.45,2653.22,2647.81,2627.18,2521.95,2548.77,2584.86,2426.22,2398.1,2498.01,2548.23,2660.11,2785.84,2707.2,2778.26,2652.42,2745.29
Slovenia,1855.44,1743.42,1862.75,1757.12,1774.25,1773.52,1718.38,1677.68,1715.92,1730.06,1821.7,1799.94,1859.04,1769.26,1715.24,1732.79,1733.61,1790,1714.22,1726.21,1696.4,1677.43,1660.92,1645.65,1694.01,1733.08,1756.05,1720.98,1721.71
Spain,37042.41,35634.01,35439.42,34201.31,36067.48,36168.97,39529.75,39270.84,40320.68,41729.16,43895.25,43226.51,42589.63,44081.12,43419.31,40974.88,40173.23,41173.84,37764.73,38212.85,38309.65,37402.75,36163.27,36284.21,37927.03,38592.46,38814.95,39901.03,39643.76
Sweden,7641.08,7315.6,7266.56,7601.51,7750.88,7579.57,7668.45,7685.95,7564.91,7434.59,7406.33,7378.67,7246.97,7159.35,7188.48,7042.14,6913.25,6926.59,6963.62,6711.31,6832.61,6824.99,6754.72,6829.71,6885.93,6898.41,6868.73,7029.45,6790.17
Switzerland,6826.44,6757.5,6648.07,6634.4,6609.47,6612.05,6442,6265.15,6233.11,6123.94,6231.65,6241.86,6158.7,6027.58,6000.2,6132.38,6088.88,6203.77,6245.18,6169.53,6203.14,6160.3,6232.25,6088.71,6206.67,6132.35,6112.96,6106.62,5991.13
Turkey,45849.28,46727.2,46769.08,47202.55,44717.5,43848.03,44539.84,42265.95,43531.67,44085.73,42137.72,39691.86,37383.86,40528.94,41123.31,42234.15,43620.11,43179.38,41038.7,41783.97,44148.82,46608.51,52332.09,55509.03,55850.13,55761.16,58513.64,62845.66,64871.88
Ukraine,86842.92,81069.5,75797.07,72575.16,65806.65,60607.71,51624.89,48038.92,43096.56,39376.72,37334.68,37977.3,37773.06,33536.74,34783.29,33912.93,33316.73,31103.75,35960.28,33944.1,33520.89,38351.53,37183.91,41687.45,41535.75,39461.18,42177.64,41091.24,44238.72
United Kingdom of Great Britain and Northern Ireland,49215.36,48919.84,48264.97,47233.87,48199.69,48000.01,48630.82,47918.15,48121.16,48189.25,45964.34,43500.05,43216.03,44071.69,44178.77,43626.06,42607.35,42100.44,41109.52,40786.83,40941.42,41031.25,40650.73,40454.71,41821.19,41196.85,41219.47,41588.72,41159.25
United States of America,554354.51,545650.89,546502.02,574472.05,561375.87,573798.36,581049.35,569178.79,577087.73,570244.55,555959.97,575216.81,577019.54,575784.57,583180.14,575899.51,571041.76,590862.45,583406.56,586860.82,594998.26,575955.53,558343.92,598930.25,608551.85,614566.93,600533.37,602271.28,618501.74
