Party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Estonia,963.29,965.75,573.68,352.71,598.92,634.23,650.04,700.99,754.14,689.47,694.88,730.08,552.29,600.16,740.72,726.69,765.1,958.38,965.84,476.59,537.97,661.67,906.94,998.12,710.54,515.07,503.32,638.79,625.28
European Union,515208.15,480600.37,462152,454067.61,482258.94,497554.32,498646.18,504019.67,481189.43,441562.34,453932.69,438591.65,435115.7,450101.26,466816.86,466655.94,465113.11,476323.62,451611.62,376616.8,394455.75,390060.73,377327.89,375174.48,381559.89,376979.32,373711.08,379874.69,371911.93
Finland,5393,4989.29,4699.82,4729.66,5004.94,5059.1,5304.2,5606.54,5641.82,5802.28,5985.93,6053.38,6090.72,6437.76,6792.45,6761.98,6998.25,7451.86,7693.52,6038.27,6157.04,6108.52,5955.7,5849.33,5612.48,5793.43,6002.58,5826.49,5838.06
France,67492.37,67624.6,65485.95,63145.17,64213.92,64175.44,64682.89,65394.75,59871.02,55577.6,54283.68,54233.62,54271.76,55040.44,53693.28,53590.16,52658.45,53131.74,50992.49,46021.7,47560.76,47047.62,45021.35,45167.37,44853.23,44060.66,43915.73,43753.53,41204.56
Germany,94803.49,91156.61,91455.36,92716.91,98576.94,96895.78,95023.07,95364.11,81594.94,73596.08,76581.09,73291.36,72050.79,76962.88,78888.54,75633.42,75800.81,76959.79,73220.83,65770.97,62606.32,62462.22,61594.72,61358.28,61255.84,60242.19,62104.81,65628.06,64791.53
Greece,11277.14,11213.59,10644.27,11095.23,11686.78,13603.11,14371.56,14852.33,15569.5,16406.07,15193.13,14592.36,14778.45,14539.11,14690.42,15432.05,12748.21,13184.95,13002.12,11271.23,11759.65,10423.92,11245.19,11965.72,12327.68,11995.25,12503.17,12793.63,12386.92
Hungary,11809.21,8073.05,6343.02,7195.03,8691.07,8257.95,8609.38,7982.94,7599.06,7533.56,8298.33,8213.82,7636.32,7757.8,8497.87,9141.32,8696.73,8510.68,7286.3,6260.74,6454.36,6537.86,6019.47,5453.94,6444.23,7307.87,6454.64,7332.46,7111.69
Iceland,957.68,837.43,607.91,565.22,530.91,564.56,538.7,663.74,811.12,964.24,1009.57,1004.55,991.84,974.86,978.32,951.52,1424.5,1555.23,2085.73,1877.99,1910.66,1832,1907.13,1947.3,1931.38,1998.22,1986.98,2025.66,2025.7
Ireland,3309.16,3011.41,2937.94,2945.43,3226.89,3217.34,3399.41,3862.63,3666.3,3774.58,4558.52,4603.75,4076.84,3484.99,3671.14,3967.37,3890.46,3941.85,3654.5,2799.28,2577.8,2462.21,2668.53,2623.17,3037.16,3232.72,3467.07,3623.78,3508.5
Italy,40483.79,40025.95,39421.03,36460.56,35081.86,38374.25,35352.81,35912.26,36539.92,37041.57,39197.81,41134.53,41551.49,43263.1,46373.51,47262.95,43462.71,43613.63,41163.09,36011.84,37069.09,37355.33,34607.75,33630.79,33245.27,33264.61,33476.52,33939.08,34724.28
Japan,110945.37,115438.68,117266.93,119447.34,126977.34,137101.93,139285.62,136326.63,123578.64,110943.13,109030.04,97997.61,91081.42,89654.16,86259.41,87362.74,90235.81,89316.75,84889.48,77481.22,80749.63,82659.93,85157.99,89498.76,92108.42,93237.26,96249.95,98979.42,100105.03
Kazakhstan,20055.58,19098.04,16843.24,12745.68,8546.75,9064.63,7681.4,10360.74,9452.82,11444.59,12179.06,12621.34,13703.29,15302.99,15733.59,16693.29,17903.73,18899.04,18599.65,17383.41,18742.14,19077.12,19022.78,21189.18,20555.89,22420.6,23016.78,23394.34,22372.62
Latvia,654.31,586.7,306.42,147.99,195.34,225.55,248.62,273.6,286.71,327.74,285.07,315.13,333.69,355.37,381.54,369.73,422.3,444.12,455.64,454.57,748.15,845.64,903.88,847.65,862.39,790.34,690.17,768.3,890.32
Liechtenstein,0.65,0.63,0.69,0.78,1.06,1.89,2.24,2.64,3.2,3.81,4.64,5.52,6.13,6.93,7.81,8.13,8.37,9.1,9.95,9.68,10.16,10.39,10.78,11.22,11.16,10.86,10.94,11.09,10.35
Lithuania,4464.32,4494.28,2652.51,1725,1920.27,2202.7,2595.28,2560.36,2967.89,2905.68,3062.51,3307.5,3478.75,3558.01,3745.49,4010.36,4292.78,6114.65,5450.39,2278.35,2216.05,3692.79,3546.43,2984.62,3166.32,3486.87,3308.93,3623.82,3158.58
Luxembourg,1639.38,1560.83,1495,1479.75,1388.05,1028.74,974.78,867.65,710.23,750.63,781.18,730.88,752.16,697.18,755.23,726.08,780.12,776.03,721.51,650.91,675.77,692.07,632.81,616,632.61,625.11,650.69,659.63,662.58
Malta,7.78,8.01,9.02,9.04,9.32,9.29,9.09,9.3,8.73,8.15,14.99,19.1,22.97,24.86,37.5,51.86,92.32,113.98,133.56,158.4,174.48,205.85,240.36,267.72,284.53,302.86,318.61,375.79,418.36
Monaco,0.38,0.39,0.42,0.45,0.55,0.69,1.38,1.01,1.45,1.46,4.63,2.94,3.63,3.82,4.35,4.5,4.84,5.86,7.09,8.71,6.82,7.43,6.2,7.98,7.4,7.64,8.12,8.86,8.28
Netherlands,22924.42,21742.72,22818.26,23954.54,25926.06,24969.65,26890.3,27938.83,28907.66,22628.87,21698.3,17728.69,17796.63,15886.31,16578.45,16537.55,16482.44,15345.09,11603.59,11283.9,11882.88,11753.03,11388.25,11015.98,10445.05,10902.41,10398.75,10821.44,11207.74
New Zealand,3579.87,3728.55,3374.03,3213.4,3082.74,3169.85,3365.23,3223.4,3252.86,3388.05,3426.15,3540.27,3654.44,3885.62,3918.35,4029.67,4139.34,4398.85,4296.8,4177.2,4536.01,4620.34,4665.11,4811.64,4974.71,5172.34,5022.01,5121.35,5158.12
Norway,15079.68,13776.76,11172.1,11939.24,12226.29,12094.03,11898.39,12229.1,12587.81,12756.52,12906.16,12537.99,11869.47,11114.13,11825.66,11423.83,10632.47,10613.77,10517.98,8086.05,8955.42,9047.45,8950.06,9080.35,9205.17,9259.25,9346.52,9390.61,8859.27
Poland,22621.18,19904.57,19207.6,19276.15,21536.13,22955.85,22131.15,23014.2,21394.82,20417.28,23168.85,21758.4,20408.4,23299.97,24931.7,24872.82,27278.51,29681.51,28375.39,21611.78,24151.31,26971.53,25959.43,25654.93,27340.95,27821.99,25557.14,26117.58,24891.89
Portugal,6204.87,6092.65,5855.22,5728.77,5779.6,6640.59,6716.67,7123.02,7279.94,7668.74,7962.32,7304.41,7564.35,7634.51,8358.66,8376.12,8158.82,9011.7,8820.84,7127.51,7586.48,7001.44,6751.35,7244.36,7728.61,7813.59,7275.98,7768.23,7442.23
Romania,31392,22762.13,19855.39,20398.26,20454.92,23683.65,23099.19,21424.43,20256.68,17597.69,18879.62,18318.29,19211.11,19930.79,22113.99,22065.93,21548.36,21757.5,18486.76,12303.69,14181.36,14867.46,13546.23,11769.05,12471.06,12668.8,12871.25,13129.11,13445.65
Russian Federation,283256.99,260305.93,232402.93,199289.87,174246.99,182636.76,166475.5,167064.93,159242.11,179773.08,196192,194223.78,190539.2,193315.04,206686.08,207403.36,214217.4,215185.9,206997.16,180458.39,196429.3,199774.08,215943.61,220223.81,220416.26,218518.64,218161.81,232397.35,243136.92
Slovakia,9858.45,7664.64,7299.9,8322.15,8532.36,9455.27,9770.74,9816.5,9955.67,9573.67,8666.48,8836.06,9878.31,9476.89,10761.59,10207.33,11071.08,10919.12,10808.6,9235.12,9534.79,9136.6,9054.78,8736.2,8943.86,9158.36,9358.19,9630.64,9611.82
Slovenia,1392.86,1073.96,1063.72,893.05,1068.7,1073.05,1074.4,1113.8,1092.82,1117.34,1162.5,1219.12,1228.39,1297.93,1351.46,1427.39,1472.65,1479.99,1344.52,1010.34,1013.1,1028.45,1056.15,1121.47,1160.94,1144.49,1143.23,1190.11,1186.59
Spain,29611.75,28024.55,26804.24,25645.69,29903.05,31723.41,32784.49,35129.69,36873.5,39794.55,41745.1,38764.16,38012.53,40780.07,41700.52,44408.03,47402.37,48927.11,45870.61,39110.9,40220.8,37304,35659.09,34510.25,36331.45,30904.45,30431.42,28146.91,27756.34
Sweden,7611.49,7387.6,6880.42,7030.63,7509.43,7902.7,7675.58,7734.16,7941.31,7876.04,8360.13,8448.75,8694.02,8335.59,8915.99,8823.7,8793.11,8713.82,8381.77,6363.33,8383.18,7884.97,7534.11,7468.97,7355.02,7313.94,7849.89,7592.98,7341.82
Switzerland,4014.31,3659.48,3461.5,3222.19,3403.83,3419.69,3329,3307.45,3348.06,3457.93,3775.1,3854.38,3994.58,3981.16,4274.27,4429.04,4468.25,4551.99,4500.86,4264.08,4519.45,4526.49,4502.64,4508.94,4510.81,4459.49,4408.11,4560.9,4422.07
Turkey,22836.47,24738.44,24349.11,24534.79,24200.54,25247.31,26187.53,27028.83,27373.26,25833.24,26227.12,25897.77,26871.78,28207.79,30767.45,33630.51,36672.79,39175.49,40921.73,42470.71,48149.31,52791.52,55054.05,58101.61,58559,57082,61121.44,63610.33,65204.48
Ukraine,117988.08,101077.96,97222.96,79166.66,66989.95,57985.68,56213.31,61894.94,59893.1,62548.41,67146.85,71579.5,74471.97,78083.72,81267.08,80622.86,84960.16,92151.34,88820.97,68384.28,74481.67,80847.38,77306.56,72419.52,61864.55,56462.74,58149.38,51762.02,56525.65
United Kingdom of Great Britain and Northern Ireland,66767.5,65154.81,60745.01,57384.98,60670.9,61219.82,63322.1,64524.84,61149.25,43130.44,40943.98,39062.31,37333.97,39611.2,40773.54,39951.28,39225.53,41585.33,39794.17,33099.32,35822.03,32297.23,32613.69,34702.14,34435.34,33870.9,30975.33,30557.7,28507.41
United States of America,345554.23,325828.5,331794.83,331504.08,343733.5,374731.71,387223.92,392619.02,400957.26,395894,394654.93,356190.02,366134.22,352121.96,365829.88,366820.79,375732.02,393916.33,370799.09,322597.21,364114.26,381159.09,369387.35,369903.35,380799.46,377086.58,370386.03,370692.29,376501.56
