Party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
France,-21598.95,-22129.56,-19870.39,-22710.69,-20199.78,-22480.22,-28755.21,-28936.99,-30887.2,-34015.57,-16853.77,-28840.88,-37206.36,-40187.37,-43421.2,-44377.55,-46316.28,-46696.5,-46947.07,-37082.72,-36882.45,-35080.2,-35953.33,-38154.53,-31524.39,-26268.47,-28788.01,-26314.37,-25381.62
Germany,-28812.52,-26131.01,-26861.02,-26787.78,-29946.26,-30507.62,-30546.61,-31615.54,-31899.56,-33052.11,-35306.29,-33614.16,-6154.64,-7990.38,-10808.46,-13352.57,-16814.32,-16441.14,-20868.55,-21299.11,-19663.48,-18868.42,-28807.61,-27412.48,-28063.72,-27586.04,-27572.9,-26628.67,-26931.73
Greece,-2107.91,-2305.1,-2388.77,-2848.77,-2586.52,-2872.37,-2295.07,-1946.29,-1758.29,-2538.91,-1941.35,-2412.11,-2771.89,-2504.41,-2461.12,-3282.91,-3300.98,-1463.4,-2955.37,-3036.83,-3043.08,-3131.25,-3086.12,-1582.16,-125.78,-3719.19,-3473.26,-3209.1,-2977.89
Hungary,-2617.08,-2054.63,-2727.33,-5187.15,-6004.25,-5792.82,-2077.21,-2434.58,-3661.28,-1489.08,-674.48,-2316.37,-1725.66,-4200.23,-3262.07,-5667.55,-3442.66,-3767.27,-5498.73,-3970.67,-4321.93,-3915.39,-4651.33,-3691.97,-5147.67,-5722.87,-4528.15,-5174.05,-4659.94
Iceland,9343.54,9332.94,9315.03,9307.74,9274.69,9259.86,9249.01,9238.58,9231.68,9232.65,9238.13,9240.53,9255.86,9243.25,9241.07,9242.41,9303.04,9310.22,9321.24,9289.68,9261.75,9230.53,9219.28,9199.67,9170.52,9140.99,9110.42,9053.15,9009.76
Ireland,4920.64,4702.59,4407.25,4311.78,4382.18,5246.54,4831.43,4165.95,3986.02,4057.97,5464.68,5958.3,6175.17,6447.06,5275.58,5787.75,5831.89,5076.58,4585.31,4105.34,5532.52,4655.99,4055.06,4471.24,3946.71,4520.63,3382.92,5338.17,4297.69
Italy,-3555.92,-18805.42,-16809.57,-4008.32,-16939.41,-23647.25,-25187.87,-16887.13,-14446.03,-23652.2,-20903.95,-31298.8,-35673.3,-27720.8,-34049.97,-35103.76,-36032.8,-13319.49,-31407.6,-35581.15,-41974.62,-33945.9,-25018.12,-39974.69,-41087.15,-43609.76,-40231.22,-21360.25,-36265.89
Japan,-62218.63,-70255.24,-73311.39,-76378.07,-76126.72,-77077.7,-81704.89,-84099.65,-85535.2,-85739.77,-87757.78,-88263.02,-89713.1,-99986.92,-96408.36,-91191.19,-85786.09,-81185.74,-70916.9,-66887.1,-70447.6,-69659.29,-72724.57,-66023.2,-64338.78,-59371.48,-54276.14,-58539.93,-57390.07
Kazakhstan,-15619.55,-15044.26,-14479.4,-13945.66,-11790.93,-9560.9,-908.39,8429.8,16613.94,28755.09,40765.05,37874.08,34891.32,32118.03,23093.82,14337.75,5618.4,-3150.02,-12137.25,-18164.93,-17721.88,-16333.43,-13296.38,-12468.11,-8335.85,-5261.35,-2430.55,720.38,5315.43
Latvia,-10208.72,-10651.11,-11037.88,-10965.76,-13893.33,-12779.67,-12949.34,-11211.15,-10290.1,-6634.57,-9903.52,-10370.03,-8663.74,-8289.11,-4603.38,-4079.22,-4861.32,-4487.51,-4897.12,-1987.97,-241.54,-650.52,-2007.53,-748.59,2994.22,1714.05,-137.29,-1321.05,1417.54
Liechtenstein,6.95,-9.12,2,-1.34,18.3,4.61,-3.86,7.76,-0.15,-1.31,24.82,1.25,2.17,6.25,8.45,8.48,13.37,22.65,24.8,21.75,20.25,24.05,24.3,16.62,16.51,11.06,9.21,10.55,21.93
Lithuania,-5578.24,-5637.86,-5246.14,-6207.74,-5724.15,-4451.57,996.29,-257.87,-7857.43,-7186.16,-9466.76,-7256.99,-6242.1,-5615.56,-5100.67,-4497.29,-3912.27,-5807.55,-6477.12,-7286.09,-10284.85,-10552.89,-10701.33,-9365.82,-8599.19,-5529.75,-4256.83,-3734.41,-3866.72
Luxembourg,101.25,-194.21,-544.6,-648.55,-448.9,-568.93,-615.05,-707.04,-589.97,-683.97,-717.53,-701.08,-699.25,-655.6,-676.95,-623.72,-529.11,-438.5,-450.22,-431.75,-119.48,-290.95,-381.75,-559.28,-472.3,-421.57,-509.36,-402.41,-213.28
Malta,3.8,5.61,5.2,4.04,4.46,3.82,3.76,3.68,3.28,2.63,3.84,2.72,1.81,1.92,2.06,2.23,2.4,2.53,2.62,2.74,2.45,2.69,2.92,3.16,3.4,3.63,3.87,4.11,4.34
Monaco,0,0,-0.01,-0.01,-0.02,-0.02,-0.03,-0.03,-0.03,-0.03,-0.04,-0.04,-0.03,-0.03,-0.01,-0.04,-0.05,-0.05,-0.06,-0.06,-0.05,-0.04,-0.04,-0.03,-0.03,0.07,-0.01,0,-0.02
Netherlands,6491.74,6574.48,6554.58,6623.46,6636.65,6431,6367.54,6274.32,6271.28,6192.86,6059.68,6074.88,6024.64,6066.65,5806.48,5617.91,5513.27,5445.2,5240.08,5369.86,5274.79,5253.38,5164.08,5305.9,5160.33,5100.66,4943.32,5047.92,4914.9
New Zealand,-28297.04,-30289.2,-30411.89,-30704.14,-30337.04,-28313.16,-27466.75,-27674.87,-27798.61,-29311.31,-28113.51,-27944.85,-25316.17,-26381.49,-26226.02,-25328.68,-23303.71,-21891.93,-29056.54,-27496.21,-27907.43,-23345.9,-22383.53,-20115.98,-22327.19,-23187.29,-22534.3,-22710.11,-23394.07
Norway,-10091.65,-12926.79,-13886.5,-12756.99,-14873.48,-13952.1,-16781.43,-16631.19,-19771.13,-22230.99,-24541.48,-26411.28,-27124.13,-28571.17,-27955.93,-25262.98,-27260.54,-27020.33,-27775.02,-30390.48,-26459.75,-27974.98,-24536.57,-25278.99,-22120.71,-21230.68,-21813.78,-23021.07,-23667.47
Poland,-32433.73,-25242.68,-3050.19,-8413.05,-9448.88,-19885.15,-37791.23,-37600.58,-43588.3,-39924.59,-37066.37,-28798.45,-38439.33,-40959.61,-52193.44,-51046.32,-44386.78,-38090.29,-37519.5,-37082.49,-34514.38,-41328.92,-41019.8,-43177.32,-34554.48,-31983.73,-30842.61,-36870.46,-36451.04
Portugal,1148.46,1054.99,-3270.38,-4333.72,-5157.7,-4676.31,-8091.8,-8984.26,-7199.78,-8456.85,-5682.22,-8622.08,-8138.73,2484.53,-7219.41,1486.61,-8402.43,-12203.48,-13650.31,-13499.34,-11201.93,-11064.81,-8833.44,-8014.2,-9609.99,-8652.44,-4773.2,9833.29,-6287.39
Romania,-18917.49,-18865.67,-19848.02,-21133.18,-20317.14,-19831.55,-18830.43,-19220.2,-21363.23,-20845.55,-20912.01,-21809.95,-19751.18,-20121.82,-19845.81,-20906.29,-20449.08,-19677.18,-20089.19,-20062.43,-20718.12,-19477.04,-20823.46,-21317.8,-22336.63,-21930.11,-23105.11,-21680.03,-24458.63
Russian Federation,-77962.79,-41155.35,-47189.37,-42437.92,-131745.62,-205984.99,-268111.25,-349078.82,-439736.75,-458451.71,-480918.63,-536515.22,-564914.24,-583640.77,-542947.17,-539501.85,-541728.88,-552171.17,-582310.72,-637159.29,-723148.9,-688060.51,-680467.36,-613826.05,-669480.85,-582154.38,-601180.55,-591175.28,-590573.1
Slovakia,-9676.05,-10397.19,-10954.12,-10770.62,-10279.93,-9788.33,-9729.85,-9581.7,-10600.72,-9862.99,-9860.58,-9169.44,-9668.96,-9183.06,-9235.19,-5715.93,-8574.35,-8155.46,-7147.45,-6917.07,-6147.9,-6460.67,-7423.84,-8096.36,-6119.08,-6616.66,-6691.11,-6584.39,-5670.38
Slovenia,-4360.28,-2928.84,-2892.52,-2850.03,-3011.72,-3081.12,-3862.89,-3838.13,-3952.89,-3977.99,-4061.03,-5098.52,-5207.19,-6907.19,-7081.61,-7120.9,-7108.37,-7405.32,-6247.17,-6186.82,-6125.46,-6041.77,-5976.13,-7326.91,36.91,-9.28,142.72,-175.11,243.14
Spain,-35947.91,-35155.32,-34448.25,-34690.43,-32754.98,-34603.54,-35189.22,-34684.91,-35233.9,-38322.26,-39589.64,-40652.82,-39150.24,-38591.53,-38724.82,-38106.3,-40178.5,-39405.06,-37545.91,-35025.34,-37275.58,-37272.47,-35326.64,-34272.19,-36298.69,-38542.05,-37906.17,-38936.25,-38096.3
Sweden,-34487.81,-33598.59,-33442.87,-29360.16,-31656.44,-34526.66,-36931.71,-37621.96,-38231.15,-37559.17,-39732.17,-40930.61,-40519.21,-38062.85,-31870.93,-32128.94,-42288.35,-40467.41,-41402.58,-41810.19,-45107.66,-43837.9,-44449.28,-42507.34,-41019.36,-41992.7,-44788.48,-43067.88,-41993.96
Switzerland,-1934.68,-5880.09,-4618.73,-3961.11,-2842.94,-3499.16,-6187.4,-3925.44,-2837.28,-3132.97,5858.22,-545.71,-2471.79,-3341.44,-3023.25,-2144.79,-1333.71,-5.75,-2064.85,-2893.27,-2430.21,-1044.87,-1573.3,-1745.24,-275.5,-2071.66,-2079,-1322.54,-1291.03
Turkey,-55777,-56717.79,-56824.91,-56048.3,-57429.01,-57383.13,-57702.68,-61691.97,-62611.82,-64029.89,-61552.67,-64705.08,-72458.46,-74535.38,-73645.62,-74657.87,-74660.7,-74354.98,-69155.52,-72771.81,-73419.47,-77080.35,-74471.7,-76491.5,-77508.58,-97265.48,-95938.63,-99882.35,-94569.69
Ukraine,-59191.67,-63447.66,-60471.19,-53504.84,-58596.46,-53656.97,-48858.61,-45329.6,-50342.1,-52574.83,-45488.41,-40613.43,-38844.26,-45117.56,-32893.35,-29855.72,-33761.59,-37310.94,-20785.99,-24257.43,-31226.22,-15341.16,-19210.28,-6168.79,-3798.2,-6175.27,-1725.53,-10248.82,2644.28
United Kingdom of Great Britain and Northern Ireland,132.46,-432.63,-1213.46,-1713.16,-1998.28,-2062.04,-2847.43,-3377.03,-4025.32,-3580.21,-3885.46,-4575.91,-5496.43,-5773.3,-6587.24,-6975.78,-7561.07,-7791.66,-8485.44,-8525.44,-8850.94,-9375.09,-9154.8,-9350.71,-9363.01,-9648.15,-9552.31,-9787.87,-9968
United States of America,-853370.41,-858253.41,-842500.03,-828547.39,-844446.63,-813407.07,-839210.81,-815317.89,-817712.64,-811102.69,-811586.58,-782771,-789281.39,-702227.2,-749177.07,-814681.51,-816200.41,-777464.59,-737518.96,-760991.49,-740526.98,-792961.78,-781465.33,-777524.54,-723010.29,-775543.64,-788946.6,-763943.83,-773496.36
