Party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Kazakhstan,4706.2,4752.11,4549.8,4367.22,4277.2,4281.21,4287.64,4313.81,4257.19,4272.11,4289.26,4331.63,4327.6,4370.9,4458.7,4503.97,4646.72,4775.31,4980.45,5321.73,5610.38,5777.05,5979.9,6179.1,6388.15,6479.1,6583.07,6654.07,6788.78
Latvia,703.04,734.21,696.09,622.44,609.49,618.81,623.09,640.96,651.15,660.35,683.95,700.57,683.03,622.07,612.69,623.24,618.9,629.82,642.23,648.53,651.72,622.91,615.12,601.51,594.98,558.44,570.36,536.62,548.43
Liechtenstein,1.77,1.71,1.74,1.72,1.76,1.74,1.75,1.73,1.75,1.76,1.79,1.77,1.81,1.83,1.83,1.84,1.76,1.77,1.84,1.75,1.78,1.82,1.81,1.84,1.02,1.03,1.02,1.02,0.97
Lithuania,1570.15,1595.83,1569.48,1591.5,1543.51,1569.72,1570.07,1573.37,1560.23,1529.89,1538.45,1576.75,1565.07,1554.27,1527.52,1486.96,1453.05,1428.26,1412.56,1371.03,1342.1,1261.42,1226.46,1194.62,1135.95,1077.77,1054.31,1061.26,920.87
Luxembourg,105.14,107.09,107.62,109.02,100.92,101.03,102.92,105.24,106.88,106.13,105.21,104.63,105.13,109.24,104.32,104.82,105.04,106.46,107.47,106.17,95.07,90.97,89.1,89.5,90.64,85.38,83.55,84,81.93
Malta,68.79,75.12,81.13,88.75,97.03,104,108.59,115.13,125.14,130.11,139.81,146.41,153.02,161.73,170.05,179.09,188,192.58,113.08,129.73,149.21,134.04,129.52,120.27,138.13,147.58,156.96,155.15,163.86
Monaco,0.71,0.7,0.7,0.69,0.68,0.67,0.73,0.6,0.65,0.9,1.06,0.93,0.93,0.9,1.22,1.37,1.57,1.46,1.52,0.76,1.01,0.88,1.03,1.06,1.14,1.14,1.1,1.13,1.15
Netherlands,14186.29,14316.56,14066.72,13731.29,13235.43,12582.08,12191.72,11817.01,11318.74,10405.59,9821.86,9260.95,8793.51,8230.78,7904.4,6401.53,5939.76,5545.63,5197.36,4932.38,4597.98,4325.74,4096.76,3892.89,3655.55,3444.22,3286.07,3082.19,2984.62
New Zealand,4047.61,4158.87,4264.43,4361.83,4311.85,4395.99,4483.55,4554.38,4607.1,4660.57,4734.14,4792.73,4838.23,4786.18,4812.22,4837.98,4761.87,4744.62,4684.61,4621.97,4517.85,4403.48,4339.96,4260.63,4189.69,4145.68,4076.74,4092.63,4057.43
Norway,2229.15,2205.57,2176.32,2159.27,2150.22,2111.61,2061.75,2018.69,1879.42,1755.85,1809.86,1754.72,1667.09,1659.57,1651.78,1562.95,1581.08,1568.12,1507.52,1519.08,1497.02,1476.28,1450.03,1416.3,1366.22,1298.37,1244.96,1170.27,1154.14
Poland,21583.41,21113.54,20847.85,20437.16,19988.18,19627.31,19262.03,18915.07,18712.42,18446.22,18455.91,18074.4,17827.25,17678.07,17247.58,17059.67,16759.24,16609.83,16383.84,16253.27,16032.47,15446.75,15176.49,14984.5,14428.79,13873.03,13459.42,12960.57,12759.83
Portugal,4554.28,4672.54,4811.33,4935.51,5089.89,5227.77,5382.55,5554.63,5739.24,5919.93,6140.36,6298.29,6433.52,6584.88,6574.03,6463.14,6382.57,6236.44,6043.84,5943.12,5804.76,5737.22,5533.98,5357.24,5221.58,4879.18,4722.76,4652.69,4569.91
Romania,5023.36,4941.02,4878.82,4895.36,4929.49,5157.27,5218.69,5289.82,5253.8,5326.08,5303.93,5342.56,5343.46,5588.61,5656.12,5688.26,5511.93,5603.99,5546.58,5515.95,5584.18,5032.3,5620.38,5884.95,5863.88,5862.15,5852.75,5891.63,5809.44
Russian Federation,59311.45,59230.95,58374.19,58475.03,57950.45,58312.4,58418.12,59245.03,59885.22,61040.69,62009.19,63370.18,64690.92,66151.87,67588.34,69442.64,71287.3,73509.37,75246.4,76653.11,78100.18,81089.17,83463.87,85981.83,89269.29,91438.77,93516.27,95558.7,97705.35
Slovakia,1356.67,1364.3,1352.8,1350.71,1326.02,1324.57,1327.5,1344.19,1361.72,1367.84,1379.01,1389.8,1401.45,1411.61,1424.41,1440.18,1497.16,1475.64,1490.9,1534.05,1548.58,1588.46,1624.96,1608.05,1629.04,1680.53,1650.54,1676.82,1681.98
Slovenia,696.6,691.07,657.96,639.82,643.98,647.36,654.34,692.39,722.77,744.93,771.6,787.06,780.88,794.24,769.61,740.52,711.36,667.75,600.66,542.41,534.79,540.99,530.43,514.76,483.94,492.89,487.74,476.98,441.66
Spain,9701.41,9834.83,10182.25,10468.66,10876.46,11081.16,11631.39,12251.87,12455.53,12760.78,13074.6,13503.72,13670.41,13695.71,13122.76,13332.06,13721.62,13989.59,14204.27,15550.19,14514.97,15075.23,14627.09,14586.18,13368.97,14244.83,13852.27,13558.09,13471.03
Sweden,3742.3,3807.8,3819.8,3699.05,3568.02,3561.93,3535.51,3501.14,3448.42,3317.69,3222.44,3171.68,2997.8,2868.67,2853.67,2716.14,2623.99,2450.33,2189.31,2100.2,1968.19,1878.46,1759.85,1674.03,1558.97,1463.29,1384.24,1322.52,1245.62
Switzerland,1063.78,973.44,975.46,925.81,868.29,870.01,860.57,848.55,834.16,824.61,830.09,845.81,859.05,837.11,855.06,846.35,845.63,828.71,811.31,789.44,775.96,760.77,739.18,733.08,722.06,712.72,702.91,689.85,670.84
Turkey,11080.83,11305.19,11520,11752.23,12020.41,12348.37,12651.39,13153.94,13461.74,13914.2,14341.27,15478.84,15915.61,16223.76,16638.85,17310.16,18039.43,18296.97,18350.84,18840.82,19537.2,19764.34,19379.77,18191.74,18192.72,18844.59,18435.46,17396.11,17763.89
Ukraine,11922.13,11924.33,11863.48,11793.19,11550.87,11540.58,11435.99,11376.62,11355.6,11327.46,11380.68,11493.61,11599.72,11674.33,11851.85,11986.9,12138.36,12371.5,12298.2,12286.16,12412.23,12475,12390.19,12507.62,12362.72,12189.99,12305.69,12172.76,12183.56
United Kingdom of Great Britain and Northern Ireland,66966.06,67586.68,67811.61,68318.62,68637.29,69652.83,69993.08,69480.72,68465.05,65751.63,63439.46,61334.62,60115.63,56340.43,52073.11,49408.09,46171.69,43117.05,38655.69,34616.11,30039.54,27968.82,26482.53,23600.53,21481.72,21011.55,20396.15,20742.02,20992.92
United States of America,199000.35,201565.11,201731.32,199928.44,200265.45,195581.3,192191.74,183061.44,173617.96,167416.72,164425.81,159561.26,157730.55,160600.95,158229.36,154683.33,152693.51,150756.6,148741.08,146134.73,147036.27,138172.56,139387.19,135811.37,135634.12,134654.04,131595.55,131428.8,134438.38
