Party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Monaco,101.65,102.48,108.06,106.99,107.63,104.22,107.81,106.41,105.14,105.84,103.38,103.07,102.68,99.81,94.52,92.82,86.31,85.31,84.75,81.58,80.05,77.26,80.33,81.25,76.27,76.98,77.31,75.54,77.49
Netherlands,158559.13,166937.05,166802.78,167162.1,167496.58,169213.65,178856.14,170806.32,171635.07,166007.41,167026.44,172492.67,171937.29,175472.32,176861.41,172935.42,168379.36,168689.71,172120.77,167201.34,178833.16,165448.53,162370.3,162098.14,155049.27,162425.69,162428.93,160108.24,155329.47
New Zealand,23778.32,24143.86,26048.32,25477.9,25764.03,25728.33,27289.04,29240.71,27718.5,29144.86,29932.21,31957.17,31975.68,33453.02,33009.92,34507.84,34695.4,33372.69,34788.8,32093.62,32129.61,31192.82,32815.22,32062.61,32150.37,32394.54,31109.91,33004.61,31946.16
Norway,29385.76,28518.54,29522.73,30645.89,32226.02,32707.4,35904.19,35662.93,35614.26,36511.8,35849.97,37557.04,37273.59,38467.86,38192.66,37889.43,38701.51,40392.97,39142.75,39173.4,40695.28,39822.47,39406.86,39109.74,38934.91,39323.5,38362.97,37287.44,37528.66
Poland,382412.46,380550.53,372723.21,374250.31,367189.73,368271.27,384267.48,372942.53,344516.15,335863.56,322255.63,323248.36,316065.63,327255.11,331489.27,331827.64,344428.01,341283.17,336286.27,324849.91,342037.42,338506.79,332413.25,328912.95,315210,319237.48,329946.68,342866.38,342087.58
Portugal,40649.95,42584.74,46741.21,45275.86,46011.64,49612.94,46847.01,49439.52,53986.58,61340.2,59934.7,60273.85,64450.37,59358.26,61666.47,63973.08,59572.58,56465.75,54525.76,53348.29,48853.93,48157.01,46683.71,44528.02,43951.54,48393.37,47226.93,51269.85,48469.37
Romania,175925.95,148224.86,141150.89,131340.44,130550.39,134162.41,137877.8,135575.48,120351.28,105237.22,99941.95,103364.03,104875.05,108220.96,103885.64,102489.28,103893.32,106055.57,104990.55,89924.57,86320.53,90754.77,88292.44,79557.1,79013.67,78671.89,76384.99,78616.58,77005.99
Russian Federation,2568516.07,2443220.35,2005802.81,1918422.38,1704500.47,1664005.1,1640893.02,1533690.18,1523023.02,1537709.49,1514669.97,1555505.62,1539749.76,1574134.18,1577669.79,1601108.07,1657949.54,1653676.45,1695058.79,1584170.49,1668368.37,1721008.71,1730919.5,1666779.94,1664616.04,1662526.05,1663007.12,1700735.43,1752621.26
Slovakia,56279.49,49898.83,45714.52,41796.32,39387.4,38980.67,38662,38526.11,38058.11,37384.46,36462.16,38443.01,36014.01,36870.55,36437.21,36996.96,36078.59,34473.85,35051.03,32458.34,32924.06,32480.94,29957.84,29851.29,27432.88,28284.59,28529.8,29515.42,29309.27
Slovenia,14664.7,13781.22,13787.01,14265.31,14457.66,15140.33,15834.56,16163.87,15879.66,15196.29,15281.8,16146.52,16253.11,15982.67,16319.7,16556.05,16707.63,16851.55,17855.06,16251.14,16310.92,16318.74,15757.34,15025.76,13236.12,13380.44,14220.59,13978.69,14152.17
Spain,213027.76,223497.18,234314.18,225903.44,236097.74,249927.71,237271.89,249008.55,256054.52,278886.86,290061.18,291085.37,310634.29,314312.7,330618.19,344724.54,335098.6,343163.15,315188.17,280551.11,265813.5,268448.9,264509.4,239312.58,239188.17,254512.55,243791.73,258692.26,253384.03
Sweden,52190.05,52917.09,53003.45,52945.19,54960.41,54076.28,58208.41,53163.03,53594.8,50826.29,49125.75,49935.17,50703.32,51653.61,50497.01,48042.04,47917.01,47038.43,45218.73,43321.91,47283.32,43543.05,41245.62,39635,38046.44,38063.54,37183.08,36770.08,36401.63
Switzerland,41862.15,44255.85,44298.89,42126.7,41020.47,41915.85,42788.67,41869.81,43442.65,43239.61,42230.87,43645.22,42043.13,43235.86,43554.63,43993.05,43607.11,41561.01,42954.47,41846.4,43215.77,39154.9,40549.34,41471.35,37426.32,37095.48,37489.13,36503.16,35234.95
Turkey,139601.24,143985.24,150337.19,156827.14,153349.22,166318.24,184017.92,196178.24,195864.34,193817.04,216053.71,199232.91,205832.17,220300.44,226139.33,243964.91,259959.2,290770.55,287278.86,292500.51,287047.24,308666.17,320488.91,307523.3,325767.12,340907.25,359671.35,379900.74,373101.34
Ukraine,725319.33,661617.42,615799.41,547045.88,459960.22,431377.13,395407.06,377684.78,365977.07,335772.85,311340.84,324244.91,306588.54,316429.5,314596.35,315112.38,328851.73,326975.32,313305.1,275355.63,286384.3,296451.67,290288.85,282153.85,246739.48,210824.99,224764.59,217752.63,226296.35
United Kingdom of Great Britain and Northern Ireland,614863.11,625574.76,609614.33,594085.03,580663.17,572818.34,591683.79,566492.62,569394.19,559654.64,565931.92,575200.21,558930.73,566658.9,566254.85,562445.23,560254.6,549743.51,536553.09,491529.42,507690.23,465962.19,484118.75,471461.29,432243.02,416042.12,393780.75,382371.32,375272.3
United States of America,5338091.04,5300215.2,5400058.41,5490869.98,5580355.66,5626904.26,5813942.04,5883945.38,5926087.32,5992053.72,6160356.26,6081506.99,6113576.29,6166604.93,6274429.3,6294367.5,6214921.6,6280919.09,6107182.58,5698313.32,5875464.25,5725246.29,5513556.36,5664906.05,5704031.22,5550063.88,5421565.49,5383842.27,5547207.94
