Party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Italy,78602.92,84297.84,79460.7,79958.36,71327.4,78353.91,80221.23,77488.53,81208.47,85547.57,81929.64,86142.09,81961.57,87453.49,89404.4,95260.26,90141.22,85425.36,90946.75,91839.23,95587.12,87103.2,87346.64,86772.01,75094.03,82026.02,82834.99,82866.22,83172.6
Japan,160570.11,161888.56,164208.81,171218.81,169574.12,177495.48,176368.07,177152.18,182482.43,188454.23,192427.25,191251.47,194640.46,190733.5,195456.52,197678.7,189196.74,179600.39,168123.74,157458.49,158176.77,153803.85,147058.55,150476.17,142969.53,140100.94,141794.99,145281.3,140070.41
Kazakhstan,55239,55338.02,50054.86,44357.16,37389.31,31510.73,30211.91,24632.83,17688.6,7919.24,9106.1,10042.29,11902.53,14417.7,13180.87,12301.6,15320.7,19754.25,16031.83,14157.2,15475.43,18909.45,15965.53,14571.03,26543.81,28079.44,27832.99,31291.45,32257.39
Latvia,5842.48,6073.55,4341.31,3732.39,2637.26,1882.31,1912.19,1646.79,1449.79,1429.41,1341.2,1523.94,1490.2,1609.87,1664.9,1641.89,1697.56,1721.76,1609.42,1628.04,1744.92,1641.43,1577.82,1532.53,1517.93,1456.78,1479.87,1534.42,1536.55
Liechtenstein,87.55,81.39,81.42,90.33,85.78,86.59,86.49,93.6,101.67,95.36,88.43,89.36,97.59,103.46,105.8,106.28,109.91,82.26,93.89,94.46,85.21,74.69,78.35,84.93,58.87,69.55,62.48,66.39,58.69
Lithuania,7299.65,7656.81,3742.8,3234.46,2953.05,2560.66,2258.43,1938.88,1666.08,1470.68,1239.97,1191.72,1263.88,1304.23,1326.11,1397,1530.21,1494.3,1446.31,1415.11,1573.9,1593.39,1523.82,1489.45,1383.9,1266.26,1405.95,1495.19,1538.79
Luxembourg,1359.98,1626.01,1497.7,1482.44,1424.01,1437.7,1588.59,1542.28,1607.48,1463.24,1658.44,1698.29,1645.2,1684.79,1732.02,1660.74,1626.12,1538.38,1602.01,1592.76,1691.48,1425.99,1549.08,1560.86,1393.61,1597.81,1653.88,1727.42,1664.47
Malta,265.03,246.67,298.78,302.41,344.22,337.53,341.09,384.73,340.98,304.54,302.65,209.59,202.52,208.38,214.07,126.83,109.04,117.83,120.4,106.81,133.48,98.15,136.08,134.88,142.04,160.64,148.51,149.56,130.98
Monaco,43.06,39.56,37.95,38,35.92,34.11,36.23,33.76,35.38,35.15,33.56,31.95,34.69,36.38,34.26,34.26,31.7,26.62,27.85,27.99,29.89,24.14,25.86,25.95,22.73,23.83,22.54,22.76,22.77
Netherlands,39486.27,44722.78,41840.45,44119.84,41476.2,43815.79,50063.08,42999.46,41429.85,39666.21,39737.8,41309.54,39377.46,40494.44,40352.55,39007.08,38556.41,36132.8,40151.44,40127.64,46365.76,37806.57,39748.25,40817.2,32476.43,34485.67,34644.56,34536.22,33967.42
New Zealand,2912.11,2721.04,2888.59,2562.86,2918.69,2864.8,2783.91,2850.49,2947.58,3001.74,3071.14,3089.71,3216.68,3477.21,3432.53,3533.2,3479.46,3319.51,3172.85,2975.07,2744.94,2810.85,3130.83,3020.22,3082.77,3054,2874.29,2951.84,2796.07
Norway,4608.2,4353.11,4215.87,4377.7,4388.01,4375.37,5094.75,4699.09,4578.2,4579.36,3927.79,4266.97,4408.13,4568.34,4144.89,3796.93,4003.97,3801.56,3573.68,3769.05,3932.18,3360,3268.66,3110.81,2803.81,2765.96,3037.12,2853.15,3078.05
Poland,56922.17,67348.54,70186.94,75294.51,68296.36,67890.76,69315.58,65966.2,54778.58,56514.49,48905.46,51987,55070.96,55579.13,56492.14,59393.37,62008.71,57066.89,59726.78,60804.27,67356.07,60618.23,62373.04,60318.67,55570.25,54812.7,58439.48,58738.8,57683.59
Portugal,4111.06,4236.67,4425.43,4559.47,4749.08,4669.29,4911.39,4969.02,5508.89,5942.97,6282.1,6607.55,6848.67,6986.28,7307.54,7170.76,6048.45,5940.1,5593.44,5443.27,5376.32,4809.37,4618.42,4562.15,4468.63,4468.54,4431.58,4401.29,4531.93
Romania,10846.86,10740.25,10515.23,9002.49,7384.11,8499.04,8536.77,10472.07,10643.98,9033.08,9284.81,8527.74,8587.83,10171.89,10950.38,11282.87,12996.13,11135.94,10217.28,10439.83,10445.24,10453.98,11032.7,10600.96,10149.08,10472.88,10643.91,11189.38,11630.25
Russian Federation,271165.66,258663.28,242186.8,233381.87,213027.74,198982.3,177057.43,170294.65,160060.3,175472.17,181159.85,191396.17,164288.61,166484.02,157770.54,137399.08,139365.46,138823.8,143273.69,142650.4,135921.7,145700.26,124508.08,139315.85,143497.03,154258.57,159624.91,175644.05,207834.5
Slovakia,11501.67,10526.5,10081.82,8480.8,7707.46,7185.23,7040.25,7451.25,7236.7,7098.73,6696.25,7160.92,6727.27,6293.16,6049.38,6692.92,6646.26,6071.11,6320.57,6348.84,6686.46,5266.48,5521.46,5791.72,4839.42,4899.58,4942.17,5357.02,4827.36
Slovenia,1867.2,2193.3,1949.26,2436.09,2347.68,2501.09,3132.78,3205.53,3236.88,3454.58,3127.05,3217.61,3073.12,2993.57,2927.65,2676.64,2437.33,2012.78,2363.18,2244.69,2267.92,2008.51,1759.13,1675.8,1380.87,1485.94,1554.98,1424.86,1306.86
Spain,26330.92,28891.47,29691.1,28926.74,29966,29709.98,30719.29,30842.55,31705.32,33479.45,35283.35,36224.35,37071.38,38964.38,41379.97,42072.68,44327.92,42085.65,41384.66,41786.37,45717.3,43562.17,42259.1,39212.08,38154.98,40122.36,41523.71,39295.28,39970.88
Sweden,11323.45,10975.3,10415.7,10373.37,10459.21,9961.22,10036.37,9279.28,9211.94,8655.09,8455.52,7633.34,7172.16,6902.44,6596.18,5506.33,4884.15,4629.33,4081.3,3813.39,4073.7,3693.31,3463.27,3269.64,3102.51,2990.63,2819.32,2750.86,2543.1
Switzerland,17513.53,18877.8,18917.16,18308.09,17031.96,18080.64,18936.78,17506.59,18324.74,17657.5,16565.13,17907.2,16760.48,17730.69,17595.3,17827.42,16961.04,15116.35,15987.48,15566.57,16753.08,13556.18,14809.51,15683.29,12275.57,13124.47,13587.33,12991.36,11790.96
Turkey,33707.42,34886.6,37078.67,37812.03,33774.99,37722.43,38663.96,41514.69,37703.57,35753.41,37764.47,31397.43,32930.04,36232.45,39561.18,42708.87,42236.27,45278.65,64409.7,70959.46,67772.8,74656.05,61586.31,56384.25,56079.14,65326.77,65200.7,73390.89,62868.72
Ukraine,102010.6,80058.19,81660.87,72460.33,65156.89,66346.15,54312.39,48297.67,49390.9,46399.68,40499.19,39743.97,38628.53,39840.47,40972.46,42553.67,44579.14,39720.15,39604.29,37850.48,39459.74,39547.61,38990.85,38322.05,32729.3,28983.29,28118.77,30778.43,27986.61
United Kingdom of Great Britain and Northern Ireland,112103.11,123807.98,120552.81,124375.86,119279.85,114747,127783.52,118272.6,119868.94,120159.48,119229.72,121750.44,113992.28,115148.55,117135.59,112522.51,107475.21,102680.73,107417.51,100626,111802.86,91553.14,100521.65,101962.35,86563.06,90423.48,92355.19,89844.96,93172.42
United States of America,574570.95,588239.42,590188.58,596474.98,588970.62,588035.72,628370.67,609264.37,557434.49,577530.57,613591.63,596385.52,595093.32,625374.7,612165.53,591450.89,539151.22,571441.88,583048.3,572047.42,567144.68,558482.89,489591.74,561609.32,587431.52,570554.22,532042.19,532981.62,591017.55
