Party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Estonia,2506.62,2365.23,1596.15,752.27,1059.31,897.28,971.86,889.15,835.59,481.83,580.39,705.14,490.03,559.05,668.82,725.31,719.05,1191.62,1089.91,593.21,512.8,726.83,773.39,744.37,706.01,497.63,524.37,646.01,688.27
European Union,832163.66,793715.74,759076.48,729678.64,728785.33,744275.44,737651.9,728377.53,704624.58,689420.58,687206.27,668865.46,651973.24,658608.17,640167.49,643651.18,633167.4,638941.06,612215.24,507326.96,540341.52,522354.14,504014.41,489975.27,477592.14,485764.88,484438.85,498113.35,500674.76
Finland,13428.96,12903.76,12371.08,12473.19,12752.15,12192.9,12055.03,12332.74,11961.64,11929.05,11962.32,11510.36,11196.12,11572.5,11666.6,11365.89,11630.49,11468.86,10922.2,8732.1,10042.38,9641.03,8424.56,8400.25,7075.7,6756.24,6826.42,6670.74,6862.04
France,79706.42,88911.39,82052.78,77825.48,78978.4,81275.87,84099.56,82992.07,82455.44,80868.98,79294.36,80588.33,77540.04,77055.57,73305.46,74971.31,74558.47,71833.39,68021.31,55125.4,61084.64,57308.39,56962.64,57903.34,56336.16,55321.39,54905.05,54662.53,55682.77
Germany,186708.77,165288.1,154743.68,143881.23,142260,145683.62,136435.02,140502.52,136066.85,133628.6,130080.01,122874.46,121940,118741.68,118466.09,115321.28,120228.36,128070.56,128280.04,110099.05,125598.36,122672.77,117786.84,118517,118320.8,127002.5,129373.99,132023.37,130123.87
Greece,9404.85,9454.27,9110.42,8824.82,8674.68,9553.42,10169.3,10278.31,10232.23,9212.49,9932.57,10056.79,9509.45,9179.91,8696.95,10236.09,10474.23,10060.03,9434.69,7536.08,6898.61,4983.47,5525.67,5287.79,5472.45,5249.74,5361.5,5787.2,5125.22
Hungary,13622.83,11830.41,9594.62,8968.49,8376.71,8297.66,8594.14,6410.98,5621.63,5269.44,4651.78,4994.29,5033.03,4722.9,4549.02,4613.18,4443.98,4446.64,4481.58,3227.64,3386.92,3451.91,2979.4,3918.94,3987.02,4197.35,4696.13,4989.36,5336.99
Iceland,376.73,299.59,355.16,383.36,361.65,384.3,426.54,497.28,474.35,503.4,456.18,501.02,502.86,442.86,442.56,426.44,404.83,405.43,375.66,266.67,231.27,207.6,184.35,174,176.5,174.83,197.33,171.89,150.14
Ireland,3961.75,4074.45,3768.74,3986.72,4242.63,4347.62,4182.74,4550.55,4589.62,4810.48,5642.37,5599.39,5323.05,5513.82,5694.09,5870.42,5752.41,5788.73,5629.34,4486.92,4476.47,4142.36,4176.51,4239.35,4322.99,4469.57,4526.18,4564.73,4741.39
Italy,91203.01,88620.95,88679.71,87274.45,89172.34,89396.81,88320.81,92481.16,95860.05,100968.74,95328.41,90821.83,88876.16,95093.67,82366.75,91711.15,88634.33,89440.89,85167.58,63617.79,68630.23,68664.05,64297.36,54349.84,50914.62,55097.62,53649.78,52445.96,53936.41
Japan,351321.33,347936.45,342864.83,343889.72,352780.85,359639.79,362647.45,359050.09,334353.58,338784.3,348884.33,342784.89,348562.58,346473.85,346006.05,336498.33,333861.41,332135.68,303120.48,286089.68,302635.74,301502.03,301210.52,306378.43,298793.39,289731.83,275784.4,271979.57,264928.85
Kazakhstan,19635.78,19349.86,33555.83,27031.42,18376.37,16650.85,14699.76,15735.55,14735.71,20601.53,22674.03,25061.75,26704.42,28002.54,25767.8,29222.55,30121.03,32343.96,29738.25,28970.81,30052.37,31000.33,30355.22,28228.61,35537.26,37601.08,36629.13,37348.18,36404.65
Latvia,3962.94,2994.11,2529.37,2192.03,1966.39,1924.38,1880.46,1825.36,1594.15,1443.14,1175.66,1075.78,1123.93,1143.02,1160.67,1168.97,1241.82,1237.91,1128.91,906.02,1106.54,912.74,963.03,817.39,747.9,694.95,626.57,670.44,762.38
Liechtenstein,36.32,35.97,36.35,37.61,35.65,35.73,35.79,37.64,40.39,39.86,36.45,36.44,37.91,41.22,39.86,39.19,40.56,33.93,36.39,27.57,26.1,23.58,25.74,26.42,27.36,27.62,25.99,27.79,24.73
Lithuania,6164.93,6212.65,3051.7,2004.1,2048.1,1762.16,1533.34,1559.53,1551.1,1194.54,1094.62,1053.86,1117.01,1142.32,1221.86,1492.6,1635.08,1643.95,1482.02,1192.74,1290.68,1387.11,1487.05,1431.83,1309.09,1187.3,1160.59,1181.02,1265.53
Luxembourg,6265.75,6108.45,5765.3,5902.01,5189.5,3333.05,3179.9,2415.82,1374.24,1564.67,1397.41,1490.06,1375.79,1313.67,1410.55,1406.7,1481.17,1385.05,1330.05,1189.42,1267.28,1243.02,1184.61,1144.39,1148.23,1113.19,1156.26,1144.58,1164.3
Malta,52.83,54.78,63.69,65.37,70.72,75.55,76.21,78.56,59.91,63.67,62.64,56.64,59.78,64.24,64.39,27.85,30.75,36.96,36.96,21.52,30.84,15.31,27.83,53.59,62.79,59.89,59.69,53.66,43.33
Monaco,3.83,3.94,3.89,3.86,3.79,3.82,3.82,3.77,3.81,3.86,3.93,3.9,3.96,3.95,3.95,3.98,3.94,3.89,4,3.94,4,3.85,2.27,2.44,2.56,4.74,5.86,5.18,7.11
Netherlands,34548.94,36543.5,37960.54,32893.09,32634.92,29328.99,30537.21,29638.29,29165.83,28737.19,28096.4,27911.67,28369.63,28876.26,28240.2,28037.01,28094.76,29006.14,28123.25,25983.79,27907.69,27539.7,27684.72,26486.29,25907.38,25870.32,27551.04,29047.63,28004.37
New Zealand,4760.28,5235.82,5089.77,5361.87,5682.1,5776.08,6123.22,6213.12,5954.26,5814.42,6340.72,6716.83,6981.85,6428.42,5905.96,5091.57,5144.75,5583.95,5570.47,5275.98,5528.38,5221.33,5690.82,6385.71,7093.01,6792.71,6744.17,7090.31,6390.37
Norway,3689.11,3568.41,3543.03,3768.06,4373.58,4259.26,4780.42,4471.85,4397.73,4028.96,3763.3,3797.26,3594.18,3863.32,3736.23,3527.86,3881.2,3765.92,3738.2,3401.14,3703.6,3534.98,3385.72,3439.94,3210.18,3277.77,3196.4,3229.96,3175.8
Poland,42836.33,39665.39,36726.66,47740.91,48769.46,63344.7,67883.54,64058.82,53801.81,45923.85,45969.87,40628.5,38475.46,37597.37,38284.23,33877.65,33809.74,36090.66,31969.76,28039.66,29623.94,30565.5,29488.57,29301.57,29435.64,27968.71,28666.55,31143.9,31727.9
Portugal,8945.5,9292.98,9415.37,9305.27,9709.98,10049.28,10267.97,11268.1,11250.91,11259.58,11633.22,10777.8,10995.1,10366.76,10890.47,10581.5,10280.18,10348.55,9697.79,8592.91,9181.77,8478.33,7560.15,7489.44,7514.54,7809.97,7321.42,7573.47,7558.61
Romania,49243.17,33341.91,33909.01,30481.9,28178.39,28117.75,27413.7,21612.9,18161.74,16465.75,17192.72,18393.18,19017.78,16958.62,17154.88,16019.2,15135.33,15017.34,15334.91,10962.69,10929.94,12274.78,12493.17,12014.2,11647.63,12179.89,11434.15,11702.01,12165.49
Russian Federation,211289.43,215499.88,124618.37,107390.57,74994.66,105110.95,132044.02,99306.65,94551.98,95169.36,99325.57,105679.32,101297.07,96374.42,93696.5,112001.35,114758.21,110044.72,125418.51,120294.65,129731.32,140508.89,150828.72,143416.67,139947.96,146363.3,166821.32,178506.82,166829.51
Slovakia,16096.72,14788.96,13683.12,12900.66,12262.71,11810.31,11363.06,10994.86,10339.57,9781.87,9435.52,9494.78,8370.25,9229.51,8564.45,8578.14,9206.17,8318.85,8142.56,7712.15,7666.18,8808.83,7041.49,7183.26,7303.83,6771.02,6710.19,7136.15,7633.2
Slovenia,3151.09,3098.12,2695.83,2517.98,2689.46,2633.9,2499.08,2237.57,2296.86,2307.03,2276.95,2218.25,2250.53,2167.01,2286.41,2485.13,2588.37,2345.08,2317.59,1956.36,1916.08,1718.28,1650.11,1643.86,1649.9,1591.12,1598.04,1678.56,1827.79
Spain,45270.93,49683.81,47570.37,46385.68,51804.23,59556.09,54308.04,53586.19,53692.05,55541.92,58681.53,60965.52,63873.29,68619.69,68757.35,69846.73,59524.28,61528.02,58040.81,48049.48,49794.87,46607.03,45449.32,42380.91,39518.7,39972.55,40360.5,44531.81,46408.47
Sweden,10899.76,10863.31,9924.42,10736.98,11773.65,12141.47,12059.92,12466.74,11897.25,11134.09,11338.37,11417.89,11215.31,11087.61,10755.37,10139.24,10188.86,9758.57,9171.12,7488.94,8665.55,8037.78,7501.93,7187.94,7021.07,7151.71,6911.38,6882.88,6910.55
Switzerland,6570.55,6799.63,6378.52,6210.01,6150.93,6294.92,6040.78,6000.71,6201.54,6062.91,6006.81,6253.71,5806.71,5897.86,6042.35,6040.6,6205.03,6010.21,6073.71,5759.07,5863.7,5435.06,5432.18,5498,5100.01,4980.46,4985.53,4949.77,4820.23
Turkey,37161.74,40334.55,39323.96,39986.24,35876.17,39994.65,50586,56028.53,55470.16,47365.38,57936.31,45656.05,57112.13,66681.95,63856.88,63004.49,70084.42,71873.87,47354.13,46225.69,52332.01,52584.62,61051.87,52977.8,54438.39,59584.85,60070.63,60180.35,59578.22
Ukraine,111255.03,100471.26,73681.37,61808.47,37524.46,24994.56,25158.56,24968.39,29485.17,29810,31227.83,30332.68,30530.3,33501.5,36443.12,36790.72,37763.84,40550.85,29616.79,19373.11,22598.13,25269.37,22920.11,23709.08,20388.8,19028.59,18403.1,18050.19,18415.43
United Kingdom of Great Britain and Northern Ireland,95792.1,99014.9,96345.43,93506.38,92816.91,89665.77,90532.86,89780.25,88758.26,90667.83,90699.34,88348.59,79799.43,81257.33,80143.8,80989.25,79271.96,77510.01,72665.91,62573.39,62546.52,57858.13,57607.28,58012,57791.99,55456.92,52155.58,52502.83,51192.28
United States of America,722245.26,703167.63,733050.09,729033.86,736684.92,747518.9,781061.04,777113.76,738538.07,707036.19,725327.61,724581.77,713944.17,714804.24,740657.13,717537.96,741916.79,736245.53,692286.78,615693.72,667046.48,641129.18,652084.99,676193.88,651192.15,637204.99,660059.76,663210.31,687957.59
